source_id,ra,dec,phot_g_mean_mag,bp_rp,pmra,pmdec,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_variable_flag,ruwe,parallax
5481794788567353856,96.41320561909728,-60.15591749201883,11.768355,0.6740093,-6.220287056880662,-1.1889338839641646,,,,,,
5481798529482019968,95.07852356259492,-60.61106071211439,12.477281,0.59504795,-5.295844358101916,12.365195707862984,12.827281,12.057281,1.220000,CONSTANT,1.050,10.800000
5481808085785929344,95.4632341575733,-60.41291077893705,11.737222,0.66542625,0.44158839138605915,4.405161218877226,12.087222,11.317222,1.230000,VARIABLE,1.100,10.900000
5481864328380969856,96.48685100782045,-59.794354186543345,12.2626295,1.1586943,5.80160082910511,-12.08278971641308,12.612629,11.842629,1.240000,NOT_AVAILABLE,1.150,11.000000
5481926175910781056,98.07621290016438,-59.591817978506,10.08765,1.321888,7.298170537619943,34.457632646630415,10.437650,9.667650,1.250000,CONSTANT,1.200,11.100000
5482008815377561728,90.29228858262594,-61.765267238564135,12.034887,0.7835808,31.309708408634116,12.347652028971751,,,,,,
5482040426336645376,91.1300488287731,-61.2774450735571,9.421139,1.6434708,-1.9510565147486851,0.9807256217749176,9.771139,9.001139,1.200000,NOT_AVAILABLE,1.300,11.300000
5482053135142766592,92.06671933842343,-61.244088530842404,11.459028,0.113928795,2.8143029591520947,6.165322353009232,11.809028,11.039028,1.210000,CONSTANT,1.350,11.400000
5482060767301774464,91.26762063623084,-61.28220372139771,7.477285,1.8215628,17.276419757461245,21.66522934641187,7.827285,7.057285,1.220000,VARIABLE,1.400,11.500000
132667245587072,45.0727955724553,0.969970782487376,7.4750457,1.2528615,29.432375835260864,-93.78045808765805,7.825046,7.055046,1.230000,NOT_AVAILABLE,0.900,11.600000
3059945155636992,49.52682046901489,4.9693466268505695,7.9459133,0.34144592,-17.43595121298122,-16.895574676811894,,,,,,
3622792029823232,46.81147509043474,5.019875451380022,7.8041253,1.7703657,-6.041828636286475,4.8099041091675625,8.154125,7.384125,1.250000,VARIABLE,1.000,11.800000
9205253082371712,51.43472708961587,5.93534849669224,7.628119,0.14589834,63.1984538555198,-19.71895739734865,7.978119,7.208119,1.260000,NOT_AVAILABLE,1.050,11.900000
12314843763993984,54.47914080873418,9.932742443373881,7.025612,2.2481928,21.435817562344855,-20.64167796404694,7.375612,6.605612,1.200000,CONSTANT,1.100,12.000000
12409848441118464,51.91627736248599,8.765044739305193,7.7271185,0.46963692,39.80554177149695,-35.13194887893737,8.077118,7.307118,1.210000,VARIABLE,1.150,12.100000
458844241844352,45.268937647249174,1.5632481428309155,9.835661,,-4.675955541257631,-10.259970197829874,,,,,,
